"","X13_S84_L002","X14_S85_L002","X15_S86_L002","X16_S87_L002","X17_S88_L002","X18_S89_L002","X19_S90_L002","X2_S73_L002","X20_S91_L002","X21_S92_L002","X22_S93_L002","X23_S94_L002","X25_S96_L002","X26_S97_L002","X27_S98_L002","X28_S99_L002","X29_S100_L002","X31_S102_L002","X33_S104_L002","X34_S105_L002","X35_S106_L002","X38_S109_L002","X39_S110_L002","X4_S75_L002","X43_S114_L002","X44_S115_L002","X45_S116_L002","X46_S117_L002","X47_S118_L002","X5_S76_L002","X6_S77_L002"
"ASV_160",33.01,59.01,37.01,31.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,0.01,25.01,64.01,73.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_165",0.01,5.01,6.01,11.01,0.01,0.01,0.01,0.01,0.01,0.01,4.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.01,17.01,10.01,16.01,31.01,0.01,0.01,0.01,7.01,2.01,11.01,0.01,0.01
"ASV_166",0.01,0.01,0.01,0.01,0.01,4.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16.01,21.01,41.01,94.01,27.01,0.01,0.01
"ASV_167",0.01,0.01,0.01,0.01,6.01,0.01,48.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,74.01,21.01,11.01,13.01,0.01,0.01,0.01
"ASV_168",0.01,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.01,2.01,7.01,0.01,0.01,0.01,33.01,27.01,0.01,0.01,0.01,0.01,0.01
"ASV_169",0.01,0.01,4.01,0.01,0.01,3.01,80.01,0.01,0.01,7.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,53.01,49.01,51.01,32.01,30.01,0.01,12.01,0.01,33.01,19.01,0.01,0.01,0.01
"ASV_170",0.01,0.01,0.01,0.01,0.01,0.01,0.01,47.01,0.01,0.01,0.01,0.01,83.01,64.01,10.01,19.01,21.01,55.01,0.01,0.01,0.01,0.01,0.01,48.01,0.01,0.01,0.01,0.01,0.01,76.01,49.01
"ASV_172",43.01,126.01,42.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_173",0.01,0.01,0.01,0.01,0.01,0.01,0.01,30.01,0.01,0.01,0.01,0.01,41.01,0.01,36.01,20.01,54.01,49.01,0.01,0.01,0.01,0.01,0.01,30.01,0.01,0.01,0.01,0.01,0.01,41.01,43.01
"ASV_174",9.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.01,10.01,12.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.01,0.01,11.01,0.01,0.01,0.01,34.01,45.01,84.01,0.01,0.01
"ASV_175",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.01,0.01,0.01,0.01,30.01,0.01,112.01,0.01,0.01,0.01,0.01
"ASV_176",0.01,8.01,14.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.01,19.01,22.01,34.01,28.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_178",0.01,0.01,0.01,0.01,0.01,0.01,0.01,42.01,0.01,0.01,0.01,0.01,0.01,25.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,50.01,0.01,0.01,0.01,0.01,0.01,97.01,97.01
"ASV_180",0.01,3.01,0.01,0.01,0.01,2.01,4.01,0.01,5.01,3.01,3.01,12.01,0.01,0.01,2.01,0.01,0.01,7.01,0.01,0.01,0.01,13.01,0.01,0.01,39.01,44.01,5.01,12.01,4.01,0.01,0.01
"ASV_182",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,88.01,62.01,47.01,50.01,76.01,56.01,0.01,0.01,0.01,0.01,0.01,56.01,0.01,0.01,0.01,0.01,0.01,56.01,56.01
"ASV_183",10.01,2.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.01,21.01,31.01,9.01,8.01,0.01,0.01,0.01,19.01,0.01,4.01,0.01,0.01
"ASV_185",0.01,0.01,0.01,0.01,0.01,0.01,0.01,76.01,0.01,0.01,0.01,0.01,46.01,74.01,102.01,41.01,45.01,64.01,0.01,0.01,0.01,0.01,0.01,83.01,0.01,0.01,0.01,0.01,0.01,23.01,42.01
"ASV_187",0.01,0.01,11.01,7.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40.01,38.01,46.01,31.01,12.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_190",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,49.01,13.01,64.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_191",0.01,0.01,7.01,7.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,55.01,32.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_192",23.01,17.01,16.01,23.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.01,44.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_194",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.01,27.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_196",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_197",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,43.01,58.01,0.01,31.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_198",0.01,0.01,17.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,182.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,57.01,79.01
"ASV_199",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.01,4.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.01,7.01,11.01,0.01,10.01,0.01,0.01,0.01,38.01,32.01,22.01,0.01,0.01
"ASV_201",0.01,0.01,0.01,0.01,15.01,35.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_202",0.01,14.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,65.01,59.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_203",0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.01,0.01,0.01,0.01,0.01,17.01,13.01,25.01,16.01,21.01,21.01,0.01,10.01,0.01,0.01,11.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_205",0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.01,21.01,0.01,21.01,19.01,0.01,0.01,6.01,20.01,26.01,23.01,0.01,0.01
"ASV_206",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.01,0.01,0.01,34.01,23.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.01,40.01
"ASV_207",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,65.01,47.01,0.01,63.01,44.01,61.01,0.01,0.01,0.01,0.01,0.01,49.01,0.01,0.01,0.01,0.01,0.01,0.01,22.01
"ASV_209",0.01,0.01,0.01,0.01,0.01,0.01,25.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,48.01,82.01,22.01,15.01,0.01,0.01,0.01
"ASV_210",0.01,3.01,0.01,0.01,0.01,0.01,14.01,0.01,0.01,4.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.01,0.01,8.01,0.01,0.01,0.01
"ASV_211",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,61.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,53.01,0.01,0.01,0.01,0.01
"ASV_212",0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.01,0.01,0.01,0.01,0.01,0.01,41.01,36.01,26.01,63.01,72.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.01,41.01
"ASV_213",0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.01,0.01,0.01,0.01,0.01,34.01,31.01,36.01,18.01,41.01,46.01,0.01,0.01,0.01,0.01,0.01,33.01,0.01,0.01,0.01,0.01,0.01,16.01,27.01
"ASV_214",6.01,2.01,7.01,20.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28.01,29.01,12.01,14.01,9.01,0.01,0.01,0.01,0.01,6.01,0.01,0.01,0.01
"ASV_216",0.01,0.01,0.01,0.01,7.01,0.01,25.01,0.01,6.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.01,9.01,0.01,6.01,0.01,31.01,16.01,21.01,9.01,28.01,0.01,0.01
"ASV_217",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,60.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_218",0.01,0.01,0.01,0.01,0.01,0.01,0.01,52.01,0.01,0.01,0.01,0.01,72.01,69.01,70.01,82.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,61.01,0.01,0.01,0.01,0.01,0.01,27.01,0.01
"ASV_220",0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.01,0.01,0.01,0.01,0.01,67.01,56.01,47.01,38.01,41.01,66.01,0.01,0.01,0.01,0.01,0.01,39.01,0.01,0.01,0.01,0.01,0.01,34.01,35.01
"ASV_221",0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.01,0.01,0.01,0.01,0.01,27.01,13.01,17.01,28.01,0.01,0.01,0.01,0.01,18.01,0.01,0.01,11.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_223",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.01,15.01,9.01,11.01,9.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_226",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.01,10.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.01,23.01,19.01,0.01,0.01
"ASV_227",0.01,8.01,0.01,13.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,71.01,60.01,59.01,8.01,25.01,0.01,0.01,0.01,0.01,0.01,7.01,0.01,0.01
"ASV_228",0.01,0.01,0.01,0.01,0.01,0.01,45.01,0.01,6.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,39.01,64.01,25.01,0.01,0.01,0.01,0.01
"ASV_229",0.01,0.01,0.01,0.01,0.01,0.01,140.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27.01,23.01,0.01,0.01,0.01,0.01,0.01
"ASV_232",0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.01,0.01,0.01,0.01,13.01,17.01,28.01,35.01,46.01,0.01,0.01,0.01,0.01,0.01,13.01,0.01,0.01,0.01,0.01,0.01,13.01,20.01
"ASV_234",0.01,0.01,0.01,0.01,0.01,0.01,36.01,0.01,0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,0.01,15.01,9.01,33.01,26.01,33.01,0.01,0.01
"ASV_236",0.01,0.01,0.01,0.01,0.01,0.01,6.01,0.01,0.01,0.01,4.01,0.01,0.01,0.01,11.01,0.01,0.01,0.01,19.01,14.01,11.01,0.01,7.01,9.01,0.01,0.01,21.01,36.01,18.01,12.01,0.01
"ASV_237",0.01,9.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,51.01,82.01,78.01,0.01,51.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_238",2.01,0.01,0.01,0.01,0.01,0.01,0.01,15.01,0.01,0.01,0.01,0.01,0.01,9.01,22.01,18.01,7.01,9.01,9.01,28.01,36.01,5.01,11.01,0.01,0.01,0.01,26.01,21.01,27.01,0.01,0.01
"ASV_239",0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.01,0.01,0.01,0.01,0.01,30.01,11.01,18.01,14.01,49.01,35.01,0.01,0.01,0.01,0.01,0.01,21.01,0.01,0.01,0.01,0.01,0.01,10.01,16.01
"ASV_240",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.01,0.01,0.01,59.01,69.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,49.01,34.01
"ASV_242",0.01,0.01,0.01,0.01,0.01,0.01,0.01,25.01,0.01,0.01,0.01,0.01,0.01,19.01,0.01,11.01,46.01,81.01,0.01,0.01,0.01,0.01,0.01,23.01,0.01,0.01,0.01,0.01,0.01,18.01,0.01
"ASV_243",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,39.01,42.01,11.01,0.01,0.01
"ASV_244",0.01,0.01,0.01,0.01,0.01,4.01,0.01,0.01,0.01,8.01,91.01,55.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_245",0.01,0.01,0.01,0.01,0.01,0.01,74.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_249",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,45.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,66.01,0.01,0.01,0.01,0.01
"ASV_250",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.01,12.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_253",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70.01,42.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28.01
"ASV_256",0.01,0.01,0.01,46.01,0.01,0.01,0.01,0.01,0.01,33.01,0.01,59.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_258",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,45.01,18.01,31.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_259",0.01,22.01,178.01,25.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_260",0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.01,0.01,0.01,0.01,0.01,18.01,14.01,13.01,12.01,60.01,80.01,0.01,0.01,0.01,0.01,0.01,14.01,0.01,0.01,0.01,0.01,0.01,19.01,50.01
"ASV_262",0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.01,0.01,0.01,0.01,0.01,0.01,24.01,13.01,13.01,31.01,20.01,0.01,0.01,0.01,0.01,0.01,17.01,0.01,0.01,0.01,0.01,0.01,0.01,18.01
"ASV_265",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,234.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_268",0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.01,0.01,0.01,0.01,0.01,18.01,21.01,29.01,24.01,36.01,20.01,0.01,0.01,0.01,0.01,0.01,25.01,0.01,0.01,0.01,0.01,0.01,7.01,26.01
"ASV_269",16.01,8.01,14.01,13.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,52.01,47.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_270",5.01,6.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,41.01,44.01,36.01,38.01,0.01,0.01,0.01,12.01,0.01,7.01,0.01,0.01
"ASV_271",0.01,0.01,4.01,11.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,67.01,51.01,61.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_272",9.01,9.01,0.01,12.01,0.01,0.01,0.01,0.01,0.01,0.01,9.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,8.01,7.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.01,0.01
"ASV_274",0.01,0.01,7.01,4.01,0.01,0.01,2.01,11.01,0.01,3.01,7.01,0.01,0.01,0.01,0.01,0.01,0.01,13.01,23.01,30.01,44.01,21.01,16.01,3.01,0.01,0.01,24.01,50.01,10.01,0.01,0.01
"ASV_275",0.01,9.01,4.01,6.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28.01,22.01,22.01,28.01,26.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_276",0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.01,0.01,0.01,0.01,0.01,35.01,32.01,29.01,25.01,50.01,40.01,0.01,0.01,0.01,0.01,0.01,18.01,0.01,0.01,0.01,0.01,0.01,11.01,25.01
"ASV_277",0.01,0.01,0.01,0.01,0.01,3.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,48.01,76.01,0.01,0.01,0.01,0.01,0.01
"ASV_279",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.01,0.01,14.01,17.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_283",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,47.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_284",0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.01,0.01,0.01,14.01,11.01,14.01,14.01,0.01,0.01,0.01,0.01,8.01,10.01,0.01,9.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_285",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,50.01,56.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,36.01
"ASV_288",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27.01,11.01,0.01,29.01,31.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.01,0.01
"ASV_289",0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.01,0.01,0.01,0.01,0.01,0.01,9.01,23.01,5.01,36.01,27.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27.01
"ASV_292",0.01,0.01,0.01,0.01,0.01,0.01,17.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,61.01,54.01,0.01,0.01,0.01,0.01,0.01
"ASV_293",0.01,0.01,0.01,0.01,0.01,0.01,28.01,0.01,1.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,30.01,54.01,13.01,0.01,0.01,0.01,0.01
"ASV_294",0.01,0.01,0.01,0.01,0.01,0.01,8.01,2.01,0.01,1.01,10.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.01,10.01,16.01,20.01,22.01,0.01,0.01,0.01,48.01,58.01,25.01,0.01,0.01
"ASV_295",0.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_296",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.01,68.01,45.01,8.01,6.01,3.01,0.01,0.01,0.01,0.01,0.01,6.01,0.01,0.01,0.01,0.01,0.01,25.01,42.01
"ASV_297",20.01,21.01,11.01,8.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_298",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.01,0.01,0.01,10.01,11.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_299",0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.01,0.01,0.01,0.01,0.01,18.01,12.01,10.01,19.01,25.01,36.01,0.01,0.01,0.01,0.01,0.01,35.01,0.01,0.01,0.01,0.01,0.01,16.01,33.01
"ASV_300",0.01,0.01,0.01,6.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.01,0.01,6.01,30.01,21.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_301",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.01,8.01,11.01,0.01,11.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_302",0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.01,0.01,0.01,0.01,0.01,13.01,17.01,25.01,0.01,31.01,25.01,0.01,0.01,0.01,0.01,0.01,30.01,0.01,0.01,0.01,0.01,0.01,25.01,0.01
"ASV_303",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.01,25.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,69.01,137.01,0.01,0.01,0.01
"ASV_304",0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.01,7.01,0.01,6.01,14.01,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.01
"ASV_306",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,36.01,42.01,34.01,61.01,24.01,0.01,0.01,0.01,0.01,0.01,0.01,25.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_307",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.01,11.01,12.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_308",9.01,1.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,53.01,56.01,58.01,26.01,32.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_309",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.01,9.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_310",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.01,14.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,26.01,30.01,27.01,0.01,0.01
"ASV_311",0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.01,0.01,0.01,0.01,0.01,14.01,6.01,11.01,10.01,11.01,8.01,5.01,0.01,0.01,0.01,0.01,20.01,0.01,0.01,0.01,0.01,0.01,5.01,8.01
"ASV_312",0.01,0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"ASV_313",0.01,0.01,0.01,0.01,0.01,0.01,0.01,35.01,0.01,0.01,0.01,0.01,34.01,37.01,24.01,24.01,28.01,26.01,0.01,0.01,0.01,0.01,0.01,27.01,0.01,0.01,0.01,0.01,0.01,20.01,23.01
