UTRR,UTerr_R,UTSig_adjust_R,UTICl_R,UTICu_R,ID,Kingdom,Phylum,Class,Order,Family,Genus
0,0,0,0,0,ASV_813,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_814,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella
0,0,0,0,0,ASV_821,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
0,0,0,0,0,ASV_822,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA
0,0,0,0,0,ASV_825,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
0,0,0,0,0,ASV_826,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_829,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
-4.795790546,4.262067069,1,-9.057857615,-0.533723477,ASV_830,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
-4.795790546,4.262067069,1,-9.057857615,-0.533723477,ASV_831,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
-6.781057626,2.736798037,1,-9.517855663,-4.044259589,ASV_832,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1921-2
4.462618642,2.310921001,1,2.151697641,6.773539643,ASV_834,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,NA
0,0,0,0,0,ASV_845,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_846,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
0,0,0,0,0,ASV_847,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_849,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6
-5.993961427,1.242011259,1,-7.235972687,-4.751950168,ASV_850,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
0,0,0,0,0,ASV_852,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
-3.713572067,4.192765165,-31.97831211,-7.906337232,0.479193099,ASV_853,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma
0,0,0,0,0,ASV_854,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
-4.615120517,4.255033955,1,-8.870154472,-0.360086562,ASV_855,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
0,0,0,0,0,ASV_858,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_869,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Terracoccus
-6.685860947,1.286658583,1,-7.97251953,-5.399202364,ASV_873,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA
0,0,0,0,0,ASV_875,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum
-5.831882477,2.008998044,1,-7.840880521,-3.822884434,ASV_877,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Plot4-2H12
0,0,0,0,0,ASV_878,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria
-4.110873864,4.227132093,-6.753808067,-8.338005957,0.116258229,ASV_879,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
0,0,0,0,0,ASV_881,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
0,0,0,0,0,ASV_885,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
0,0,0,0,0,ASV_887,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
0,0,0,0,0,ASV_889,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
-3.044522438,4.092937423,-93.70892867,-7.137459861,1.048414986,ASV_891,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
4.462618642,4.978685786,-51.57688884,-0.516067144,9.441304428,ASV_892,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella
4.968820744,5.001758147,-2.223406125,-0.032937403,9.97057889,ASV_893,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
0,0,0,0,0,ASV_897,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Rice Cluster II,NA
0,0,0,0,0,ASV_902,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
-5.484796933,1.875870646,1,-7.36066758,-3.608926287,ASV_903,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
-4.94875989,1.901869606,1,-6.850629497,-3.046890284,ASV_904,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
-1.42450941,6.558969572,-7139.861615,-7.983478982,5.134460162,ASV_905,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA
0,0,0,0,0,ASV_908,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA
0,0,0,0,0,ASV_910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
-6.49375384,1.994012762,1,-8.487766602,-4.499741078,ASV_911,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
0,0,0,0,0,ASV_915,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
0,0,0,0,0,ASV_918,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
-6.928537818,4.293375103,1,-11.22191292,-2.635162715,ASV_919,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_920,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
-5.398162702,4.278138212,1,-9.676300913,-1.12002449,ASV_921,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_923,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_926,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
-1.228311873,5.233788048,-2156.232018,-6.46209992,4.005476175,ASV_928,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
0,0,0,0,0,ASV_936,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
-2.119471143,5.361294701,-1787.135952,-7.480765844,3.241823558,ASV_939,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_944,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
0,0,0,0,0,ASV_946,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA
0,0,0,0,0,ASV_947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_953,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Terracoccus
5.229579565,5.009794636,1,0.219784928,10.2393742,ASV_954,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_956,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
5.063498784,5.004920957,0.650564341,0.058577827,10.06841974,ASV_957,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
0,0,0,0,0,ASV_958,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Actimicrobium
0,0,0,0,0,ASV_959,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,s3t2d-1089
0,0,0,0,0,ASV_960,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_961,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_962,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6
0,0,0,0,0,ASV_975,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
0,0,0,0,0,ASV_980,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
0,0,0,0,0,ASV_983,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
0,0,0,0,0,ASV_984,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum
0,0,0,0,0,ASV_988,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ercella
0,0,0,0,0,ASV_991,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 14
5.063498784,5.004920957,0.650564341,0.058577827,10.06841974,ASV_995,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
-0.986653381,6.30377635,-5713.233646,-7.290429731,5.317122969,ASV_996,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_997,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_998,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_999,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_1000,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_1001,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella
0,0,0,0,0,ASV_1004,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_1006,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_1008,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Pseudactinotalea
-3.713572067,4.192765165,-32.11980906,-7.906337232,0.479193099,ASV_1010,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_1016,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 12
-0.180670029,6.560061102,-16478.27443,-6.740731131,6.379391074,ASV_1017,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_1018,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13
0,0,0,0,0,ASV_1019,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
0,0,0,0,0,ASV_1020,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
-6.803505258,4.292814501,1,-11.09631976,-2.510690757,ASV_1021,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
0,0,0,0,0,ASV_1030,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA
0,0,0,0,0,ASV_1031,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
0,0,0,0,0,ASV_1032,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
-5.942799375,4.286304546,1,-10.22910392,-1.656494829,ASV_1034,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
0,0,0,0,0,ASV_1035,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
0,0,0,0,0,ASV_1036,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
0,0,0,0,0,ASV_1038,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_1042,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
-5.081404365,4.270891224,1,-9.352295589,-0.810513141,ASV_1045,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Actimicrobium
0,0,0,0,0,ASV_1049,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_1050,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
6.187677269,5.026421938,1,1.161255331,11.21409921,ASV_1052,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_1053,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_1056,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_1057,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
0,0,0,0,0,ASV_1058,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Saccharofermentans
-5.398162702,4.278138212,1,-9.676300913,-1.12002449,ASV_1059,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA
-6.66057515,4.292081626,1,-10.95265678,-2.368493524,ASV_1060,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
0,0,0,0,0,ASV_1062,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
0,0,0,0,0,ASV_1067,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
0,0,0,0,0,ASV_1073,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,NA
0,0,0,0,0,ASV_1076,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
-5.081404365,4.270891224,1,-9.352295589,-0.810513141,ASV_1082,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Saccharofermentans
0,0,0,0,0,ASV_1087,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
0,0,0,0,0,ASV_1090,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6
-1.156320606,6.574459893,-10031.80371,-7.7307805,5.418139287,ASV_1094,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_1095,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
4.282600855,4.967229244,-72.22289336,-0.68462839,9.249830099,ASV_1101,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium
0,0,0,0,0,ASV_1102,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA
0,0,0,0,0,ASV_1104,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella
5.553513142,5.017258891,1,0.53625425,10.57077203,ASV_1106,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Gallionella
0,0,0,0,0,ASV_1107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
0,0,0,0,0,ASV_1111,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
0,0,0,0,0,ASV_1112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
-4.795790546,4.262067069,1,-9.057857615,-0.533723477,ASV_1113,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
-5.303304908,2.370842031,1,-7.674146939,-2.932462877,ASV_1119,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
-5.942799375,4.286304546,1,-10.22910392,-1.656494829,ASV_1125,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
0,0,0,0,0,ASV_1126,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
0,0,0,0,0,ASV_1128,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
0,0,0,0,0,ASV_1129,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA
0,0,0,0,0,ASV_1130,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_1131,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
-4.94875989,4.267104973,1,-9.215864864,-0.681654917,ASV_1138,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA
-5.198497031,4.273840735,1,-9.472337766,-0.924656296,ASV_1140,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
0,0,0,0,0,ASV_1144,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_1145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
0,0,0,0,0,ASV_1152,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea
0,0,0,0,0,ASV_1155,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
0,0,0,0,0,ASV_1157,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
-5.831882477,1.035407386,1,-6.867289863,-4.796475091,ASV_1158,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
0,0,0,0,0,ASV_1160,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus
0,0,0,0,0,ASV_1163,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_1169,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas
0,0,0,0,0,ASV_1170,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
0,0,0,0,0,ASV_1175,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
-5.707110265,1.884369289,1,-7.591479553,-3.822740976,ASV_1178,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus
0,0,0,0,0,ASV_1184,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6
0,0,0,0,0,ASV_1186,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus
4.282600855,4.967229244,-72.65536578,-0.68462839,9.249830099,ASV_1187,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium
0,0,0,0,0,ASV_1188,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
0,0,0,0,0,ASV_1196,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA
0,0,0,0,0,ASV_1197,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus
0,0,0,0,0,ASV_1198,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
0,0,0,0,0,ASV_1203,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
0,0,0,0,0,ASV_1210,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13
0,0,0,0,0,ASV_1211,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_1218,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Pseudactinotalea
5.496582574,5.016115859,1,0.480466715,10.51269843,ASV_1221,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_1222,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
0,0,0,0,0,ASV_1230,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
0,0,0,0,0,ASV_1234,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32
0,0,0,0,0,ASV_1235,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA
0,0,0,0,0,ASV_1236,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Actimicrobium
0,0,0,0,0,ASV_1240,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
0,0,0,0,0,ASV_1241,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
-5.081404365,4.270891224,1,-9.352295589,-0.810513141,ASV_1245,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus
5.063498784,5.004920957,0.650564341,0.058577827,10.06841974,ASV_1246,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
0,0,0,0,0,ASV_1248,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
0,0,0,0,0,ASV_1250,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Candidatus Nostocoida
0,0,0,0,0,ASV_1252,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
0,0,0,0,0,ASV_1265,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA
-4.615120517,4.255033955,1,-8.870154472,-0.360086562,ASV_1267,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA
3.386808644,4.866444883,-292.4729215,-1.479636239,8.253253527,ASV_1268,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila
0,0,0,0,0,ASV_1270,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA
0,0,0,0,0,ASV_1274,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
0,0,0,0,0,ASV_1275,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
0,0,0,0,0,ASV_1278,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA
0,0,0,0,0,ASV_1279,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_1280,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
0,0,0,0,0,ASV_1289,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
-1.408981901,5.274317668,-2062.350217,-6.68329957,3.865335767,ASV_1290,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
2.726918685,4.707262106,-433.9660713,-1.980343421,7.434180792,ASV_1292,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
0,0,0,0,0,ASV_1297,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
0,0,0,0,0,ASV_1298,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_1299,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32
0,0,0,0,0,ASV_1300,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Incertae Sedis
0,0,0,0,0,ASV_1301,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
0,0,0,0,0,ASV_1302,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Saccharofermentans
0,0,0,0,0,ASV_1309,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
0,0,0,0,0,ASV_1313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia
5.303304908,5.011711894,1,0.291593014,10.3150168,ASV_1315,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA
0,0,0,0,0,ASV_1316,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44
0,0,0,0,0,ASV_1322,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
0,0,0,0,0,ASV_1326,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
0,0,0,0,0,ASV_1338,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_1343,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6
-4.795790546,4.262067069,1,-9.057857615,-0.533723477,ASV_1344,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter
0,0,0,0,0,ASV_1347,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
3.780937599,4.921925525,-196.140362,-1.140987926,8.702863123,ASV_1353,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella
4.747413519,4.993080995,-18.86765389,-0.245667476,9.740494514,ASV_1354,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13
