"crrelRR"	"crrelerr_R"	"crrelSig_adjust_R"	"crrelICl_R"	"crrelICu_R"
"ASV_251"	-1.83134896820874	1.53431386398988	1	-3.36566283219862	-0.297035104218856
"ASV_252"	0	0	0	0	0
"ASV_253"	-1.66067696921764	3.51086236405742	-532.596596730327	-5.17153933327506	1.85018539483979
"ASV_254"	0	0	0	0	0
"ASV_255"	0	0	0	0	0
"ASV_256"	0	0	0	0	0
"ASV_257"	-0.156670512191399	1.76817951920728	-126.773234800293	-1.92485003139868	1.61150900701588
"ASV_258"	0	0	0	0	0
"ASV_259"	19.3487580630541	2.70270017245065	1	16.6460578906035	22.0514582355048
"ASV_260"	-0.508959256828427	0.786978470482136	-11.0812266743578	-1.29593772731056	0.278019213653709
"ASV_261"	0	0	0	0	0
"ASV_262"	-0.580847186620665	1.31449600203976	-51.0775475926232	-1.89534318866042	0.733648815419093
"ASV_263"	0	0	0	0	0
"ASV_264"	0	0	0	0	0
"ASV_265"	22.0711018673522	5.0367704524419	1	17.0343314149104	27.1078723197941
"ASV_266"	0	0	0	0	0
"ASV_267"	0	0	0	0	0
"ASV_268"	-0.663188660502021	0.948587951930598	-14.4915941704626	-1.61177661243262	0.285399291428576
"ASV_269"	0	0	0	0	0
"ASV_270"	0	0	0	0	0
"ASV_271"	0	0	0	0	0
"ASV_272"	18.7601439398847	5.03677041788097	1	13.7233735220038	23.7969143577657
"ASV_273"	0	0	0	0	0
"ASV_274"	0.576388005997674	5.61415288850439	-4100.79738309431	-5.03776488250672	6.19054089450207
"ASV_275"	0	0	0	0	0
"ASV_276"	-0.691977787901723	0.926699996044123	-11.7251435578259	-1.61867778394585	0.2347222081424
"ASV_277"	0	0	0	0	0
"ASV_278"	-1.05408579094107	1.37185944142101	-26.0014463146865	-2.42594523236208	0.317773650479942
"ASV_279"	0	0	0	0	0
