"crrelRR"	"crrelerr_R"	"crrelSig_adjust_R"	"crrelICl_R"	"crrelICu_R"
"ASV_1019"	-2.23774282936192	5.63375829349649	-2377.81443959783	-7.87150112285841	3.39601546413458
"ASV_1020"	-18.7434119795703	2.38624190574465	1	-21.1296538853149	-16.3571700738256
"ASV_1021"	0	0	0	0	0
"ASV_1022"	0	0	0	0	0
"ASV_1023"	0	0	0	0	0
"ASV_1024"	0	0	0	0	0
"ASV_1025"	0	0	0	0	0
"ASV_1026"	0	0	0	0	0
"ASV_1027"	0	0	0	0	0
"ASV_1028"	0	0	0	0	0
"ASV_1029"	0	0	0	0	0
"ASV_1030"	-18.3496690397667	5.036770399676	1	-23.3864394394427	-13.3128986400907
"ASV_1031"	-19.231752408458	2.28415519607073	1	-21.5159076045287	-16.9475972123872
"ASV_1032"	-19.1210123641824	2.44861835047095	1	-21.5696307146533	-16.6723940137114
"ASV_1033"	0	0	0	0	0
"ASV_1034"	0	0	0	0	0
"ASV_1035"	0	0	0	0	0
"ASV_1036"	-17.2933594131023	5.03677029824645	1	-22.3301297113488	-12.2565891148559
"ASV_1037"	0	0	0	0	0
"ASV_1038"	0	0	0	0	0
"ASV_1039"	0	0	0	0	0
"ASV_1040"	0	0	0	0	0
"ASV_1041"	0	0	0	0	0
"ASV_1042"	0	0	0	0	0
"ASV_1043"	0	0	0	0	0
"ASV_1044"	0	0	0	0	0
"ASV_1045"	0	0	0	0	0
"ASV_1046"	0	0	0	0	0
"ASV_1047"	0	0	0	0	0
"ASV_1048"	-2.1581728819787	5.39389050741252	-1863.11726650499	-7.55206338939122	3.23571762543382
"ASV_1049"	19.1415317487032	2.78014565267241	1	16.3613860960308	21.9216774013756
"ASV_1050"	0	0	0	0	0
"ASV_1051"	0	0	0	0	0
"ASV_1052"	0	0	0	0	0
"ASV_1053"	-1.38878465271502	5.96550858381809	-5761.96611824736	-7.3542932365331	4.57672393110307
"ASV_1054"	0	0	0	0	0
"ASV_1055"	0	0	0	0	0
"ASV_1056"	-0.40097034382331	3.28632126848442	-618.774544082112	-3.68729161230773	2.88535092466111
"ASV_1057"	-0.100740665877386	7.12306895302688	-65750.6864174509	-7.22380961890426	7.02232828714949
"ASV_1058"	-0.687577654771107	7.12306903720642	-16287.7684217525	-7.81064669197752	6.43549138243531
"ASV_1059"	0	0	0	0	0
"ASV_1060"	0	0	0	0	0
"ASV_1061"	0	0	0	0	0
"ASV_1062"	18.6059932610748	5.03677041190272	1	13.5692228491721	23.6427636729776
"ASV_1063"	0	0	0	0	0
"ASV_1064"	-16.7923285618779	5.03677019710326	1	-21.8290987589812	-11.7555583647747
"ASV_1065"	0	0	0	0	0
"ASV_1066"	0	0	0	0	0
"ASV_1067"	0	0	0	0	0
"ASV_1068"	0	0	0	0	0
"ASV_1069"	0	0	0	0	0
"ASV_1070"	0	0	0	0	0
"ASV_1071"	0	0	0	0	0
"ASV_1072"	0	0	0	0	0
"ASV_1073"	-18.9027973043659	5.03677042264965	1	-23.9395677270155	-13.8660268817162
"ASV_1074"	0	0	0	0	0
"ASV_1075"	0	0	0	0	0
"ASV_1076"	0	0	0	0	0
"ASV_1077"	0	0	0	0	0
"ASV_1078"	0	0	0	0	0
"ASV_1079"	-0.493630878974424	5.1756634757708	-2315.69315056297	-5.66929435474523	4.68203259679638
"ASV_1080"	0	0	0	0	0
"ASV_1081"	0	0	0	0	0
"ASV_1082"	0	0	0	0	0
"ASV_1083"	0	0	0	0	0
"ASV_1084"	0	0	0	0	0
"ASV_1085"	0	0	0	0	0
"ASV_1086"	0.24122782158151	7.12306900206711	-41801.7204145836	-6.8818411804856	7.36429682364862
"ASV_1087"	-19.866515793718	1.69443189383747	1	-21.5609476875554	-18.1720838998805
"ASV_1088"	-18.7624783724996	5.03677041796461	1	-23.7992487904642	-13.725707954535
"ASV_1089"	0	0	0	0	0
"ASV_1090"	0	0	0	0	0
"ASV_1091"	0	0	0	0	0
"ASV_1092"	0	0	0	0	0
"ASV_1093"	0	0	0	0	0
"ASV_1094"	0	0	0	0	0
"ASV_1095"	-17.1258936302299	5.03677026989731	1	-22.1626639001272	-12.0891233603326
"ASV_1096"	0	0	0	0	0
"ASV_1097"	0	0	0	0	0
"ASV_1098"	0	0	0	0	0
"ASV_1099"	0	0	0	0	0
"ASV_1100"	0	0	0	0	0
"ASV_1101"	0	0	0	0	0
"ASV_1102"	-18.4068274530954	5.03677040268014	1	-23.4435978557755	-13.3700570504152
"ASV_1103"	-19.5345722298654	0.856698582137952	1	-20.3912708120034	-18.6778736477275
"ASV_1104"	-18.5461223626954	5.03677040932074	1	-23.5828927720161	-13.5093519533747
"ASV_1105"	0	0	0	0	0
"ASV_1106"	0	0	0	0	0
"ASV_1107"	19.0478260108105	5.03677042684834	1	14.0110555839621	24.0845964376588
"ASV_1108"	0	0	0	0	0
"ASV_1109"	0	0	0	0	0
"ASV_1110"	0	0	0	0	0
"ASV_1111"	-17.5958972477428	5.03677033884224	1	-22.632667586585	-12.5591269089005
"ASV_1112"	1.6922530871205	7.12306882969056	-9241.79429308092	-5.43081574257006	8.81532191681106
"ASV_1113"	0	0	0	0	0
"ASV_1114"	0	0	0	0	0
"ASV_1115"	0	0	0	0	0
"ASV_1116"	0	0	0	0	0
"ASV_1117"	0	0	0	0	0
"ASV_1118"	0.159953201096608	5.79279234032544	-5531.3722778828	-5.63283913922883	5.95274554142204
"ASV_1119"	0	0	0	0	0
"ASV_1120"	0	0	0	0	0
"ASV_1121"	0	0	0	0	0
"ASV_1122"	0	0	0	0	0
"ASV_1123"	0	0	0	0	0
"ASV_1124"	0	0	0	0	0
"ASV_1125"	0	0	0	0	0
"ASV_1126"	-16.2096029452871	5.03676999411762	1	-21.2463729394048	-11.1728329511695
"ASV_1127"	0	0	0	0	0
"ASV_1128"	-16.5469047062296	5.03677012571352	1	-21.5836748319431	-11.5101345805161
"ASV_1129"	0	0	0	0	0
"ASV_1130"	0.30079879780469	7.12306902596691	-35348.1514657606	-6.82227022816222	7.4238678237716
"ASV_1131"	0.436259311955019	5.55305304607234	-3310.14103632183	-5.11679373411732	5.98931235802736
"ASV_1132"	0	0	0	0	0
"ASV_1133"	0	0	0	0	0
"ASV_1134"	0	0	0	0	0
"ASV_1135"	0	0	0	0	0
"ASV_1136"	0	0	0	0	0
"ASV_1137"	0	0	0	0	0
"ASV_1138"	0	0	0	0	0
"ASV_1139"	0	0	0	0	0
"ASV_1140"	0	0	0	0	0
"ASV_1141"	0	0	0	0	0
"ASV_1142"	0.521761950916938	4.25963582061472	-1192.31640609034	-3.73787386969779	4.78139777153166
"ASV_1143"	0	0	0	0	0
"ASV_1144"	0.433382390869492	5.81700896523964	-5653.78500877826	-5.38362657437015	6.25039135610913
"ASV_1145"	-1.80576161083236	7.12306904042996	-8791.05885057208	-8.92883065126231	5.3173074295976
"ASV_1146"	0	0	0	0	0
"ASV_1147"	0	0	0	0	0
"ASV_1148"	0	0	0	0	0
"ASV_1149"	-17.6455169576815	5.03677034440481	1	-22.6822873020863	-12.6087466132766
"ASV_1150"	0	0	0	0	0
"ASV_1151"	0	0	0	0	0
"ASV_1152"	-18.0509820595869	5.03677038085335	1	-23.0877524404403	-13.0142116787336
"ASV_1153"	-0.34407090337495	5.72432349565198	-5196.99763824119	-6.06839439902693	5.38025259227703
"ASV_1154"	0	0	0	0	0
"ASV_1155"	0.0829287879179887	7.1230689936437	-76714.0820787503	-7.04014020572571	7.20599778156169
"ASV_1156"	0	0	0	0	0
"ASV_1157"	16.2413696460414	5.03677000848916	1	11.2045996375522	21.2781396545306
"ASV_1158"	0	0	0	0	0
"ASV_1159"	0	0	0	0	0
"ASV_1160"	-18.5932943459314	1.72025364912174	1	-20.3135479950531	-16.8730406968096
"ASV_1161"	0	0	0	0	0
"ASV_1162"	-18.7382386734971	5.03677041708657	1	-23.7750090905837	-13.7014682564106
"ASV_1163"	0	0	0	0	0
"ASV_1164"	0	0	0	0	0
"ASV_1165"	0	0	0	0	0
"ASV_1166"	0	0	0	0	0
"ASV_1167"	0	0	0	0	0
"ASV_1168"	0	0	0	0	0
"ASV_1169"	0	0	0	0	0
"ASV_1170"	0	0	0	0	0
"ASV_1171"	0	0	0	0	0
"ASV_1172"	0	0	0	0	0
"ASV_1173"	0	0	0	0	0
"ASV_1174"	0	0	0	0	0
"ASV_1175"	0.164251550743237	5.23932472338279	-2565.09096546466	-5.07507317263955	5.40357627412603
"ASV_1176"	0	0	0	0	0
"ASV_1177"	-17.0577303076658	5.03677025692829	1	-22.0945005645941	-12.0209600507375
"ASV_1178"	0	0	0	0	0
"ASV_1179"	0	0	0	0	0
"ASV_1180"	0	0	0	0	0
"ASV_1181"	0	0	0	0	0
"ASV_1182"	0	0	0	0	0
"ASV_1183"	0	0	0	0	0
"ASV_1184"	-19.0498111328666	2.35754922955685	1	-21.4073603624234	-16.6922619033097
"ASV_1185"	0	0	0	0	0
"ASV_1186"	-18.6490257594347	5.03677041366534	1	-23.6857961731001	-13.6122553457694
"ASV_1187"	0	0	0	0	0
"ASV_1188"	-1.81217983339051	5.86606746246974	-3977.64814658121	-7.67824729586024	4.05388762907923
"ASV_1189"	-20.4288536037188	5.03677044698941	1	-25.4656240507083	-15.3920831567294
"ASV_1190"	0	0	0	0	0
"ASV_1191"	0	0	0	0	0
"ASV_1192"	0	0	0	0	0
"ASV_1193"	0	0	0	0	0
"ASV_1194"	0	0	0	0	0
"ASV_1195"	0	0	0	0	0
"ASV_1196"	0	0	0	0	0
"ASV_1197"	0	0	0	0	0
"ASV_1198"	0	0	0	0	0
"ASV_1199"	0	0	0	0	0
"ASV_1200"	-16.9875284357431	5.03677024261445	1	-22.0242986783575	-11.9507581931286
"ASV_1201"	1.60747475285578	7.1230689326424	-9929.60171287365	-5.51559417978661	8.73054368549818
"ASV_1202"	0	0	0	0	0
"ASV_1203"	18.5884911372616	5.03677041116385	1	13.5517207260977	23.6252615484254
"ASV_1204"	0	0	0	0	0
"ASV_1205"	0	0	0	0	0
"ASV_1206"	0	0	0	0	0
"ASV_1207"	0	0	0	0	0
"ASV_1208"	0	0	0	0	0
"ASV_1209"	-0.135287379719907	7.12306897900756	-57522.6033873287	-7.25835635872746	6.98778159928765
"ASV_1210"	-19.5833349926699	5.03677043800273	1	-24.6201054306726	-14.5465645546672
"ASV_1211"	-18.8901878147898	5.03677042225501	1	-23.9269582370449	-13.8534173925348
"ASV_1212"	1.42294122929748	7.12306900558636	-11332.723779997	-5.70012777628888	8.54601023488383
"ASV_1213"	0	0	0	0	0
"ASV_1214"	0	0	0	0	0
"ASV_1215"	0	0	0	0	0
"ASV_1216"	0	0	0	0	0
"ASV_1217"	0	0	0	0	0
"ASV_1218"	0	0	0	0	0
"ASV_1219"	0	0	0	0	0
"ASV_1220"	0	0	0	0	0
"ASV_1221"	0	0	0	0	0
"ASV_1222"	-18.339205569076	2.59314216308544	1	-20.9323477321615	-15.7460634059906
"ASV_1223"	0	0	0	0	0
"ASV_1224"	0	0	0	0	0
"ASV_1225"	0	0	0	0	0
"ASV_1226"	0	0	0	0	0
"ASV_1227"	-16.5820633456001	5.03677013704646	1	-21.6188334826466	-11.5452932085537
"ASV_1228"	0	0	0	0	0
"ASV_1229"	0	0	0	0	0
"ASV_1230"	0	0	0	0	0
"ASV_1231"	-18.4260842217723	2.45047751150902	1	-20.8765617332813	-15.9756067102633
"ASV_1232"	0	0	0	0	0
"ASV_1233"	0	0	0	0	0
"ASV_1234"	0	0	0	0	0
"ASV_1235"	0	0	0	0	0
"ASV_1236"	0	0	0	0	0
"ASV_1237"	0	0	0	0	0
"ASV_1238"	0	0	0	0	0
"ASV_1239"	0	0	0	0	0
"ASV_1240"	-1.78858831839643	5.92755759500614	-4750.21985013384	-7.71614591340257	4.13896927660971
"ASV_1241"	0.0521571297459155	7.12306901789227	-115080.552603397	-7.07091188814636	7.17522614763819
"ASV_1242"	0	0	0	0	0
"ASV_1243"	16.2770843073774	5.0367700241109	1	11.2403142832665	21.3138543314883
"ASV_1244"	0	0	0	0	0
"ASV_1245"	0	0	0	0	0
"ASV_1246"	0	0	0	0	0
"ASV_1247"	0	0	0	0	0
"ASV_1248"	-16.7010553780819	5.03677017257593	1	-21.7378255506579	-11.664285205506
"ASV_1249"	0	0	0	0	0
"ASV_1250"	18.2005281565274	5.03677039097886	1	13.1637577655486	23.2372985475063
"ASV_1251"	0	0	0	0	0
"ASV_1252"	0	0	0	0	0
"ASV_1253"	0.156433413353314	5.5748545084005	-3807.53734032031	-5.41842109504719	5.73128792175381
"ASV_1254"	0	0	0	0	0
"ASV_1255"	0	0	0	0	0
"ASV_1256"	0	0	0	0	0
"ASV_1257"	0	0	0	0	0
"ASV_1258"	0	0	0	0	0
"ASV_1259"	0	0	0	0	0
"ASV_1260"	0	0	0	0	0
"ASV_1261"	0	0	0	0	0
"ASV_1262"	0	0	0	0	0
"ASV_1263"	0	0	0	0	0
"ASV_1264"	0	0	0	0	0
"ASV_1265"	-18.8194966271097	2.19498575515982	1	-21.0144823822695	-16.6245108719499
"ASV_1266"	-17.6396263973077	5.0367703437588	1	-22.6763967410665	-12.6028560535489
"ASV_1267"	0	0	0	0	0
"ASV_1268"	0	0	0	0	0
"ASV_1269"	-19.3576957660356	3.37448311229981	1	-22.7321788783354	-15.9832126537358
"ASV_1270"	-20.2637738535659	5.03677044577589	1	-25.3005442993418	-15.22700340779
"ASV_1271"	0	0	0	0	0
"ASV_1272"	0	0	0	0	0
"ASV_1273"	0	0	0	0	0
"ASV_1274"	0	0	0	0	0
"ASV_1275"	-1.77045370065251	5.85415269478139	-4035.74784034425	-7.62460639543389	4.08369899412888
"ASV_1276"	-17.8605684072563	5.0367703655632	1	-22.8973387728195	-12.8237980416931
"ASV_1277"	0	0	0	0	0
"ASV_1278"	0	0	0	0	0
"ASV_1279"	0	0	0	0	0
"ASV_1280"	17.9128460876364	5.03677037005499	1	12.8760757175814	22.9496164576914
"ASV_1281"	0	0	0	0	0
"ASV_1282"	0	0	0	0	0
"ASV_1283"	0	0	0	0	0
"ASV_1284"	0	0	0	0	0
"ASV_1285"	0	0	0	0	0
"ASV_1286"	0	0	0	0	0
"ASV_1287"	0	0	0	0	0
"ASV_1288"	0	0	0	0	0
"ASV_1289"	0	0	0	0	0
"ASV_1290"	0	0	0	0	0
"ASV_1291"	0	0	0	0	0
"ASV_1292"	18.340953038068	2.81296344906207	1	15.5279895890059	21.1539164871301
"ASV_1293"	0	0	0	0	0
"ASV_1294"	0	0	0	0	0
"ASV_1295"	0	0	0	0	0
"ASV_1296"	0	0	0	0	0
"ASV_1297"	19.1591403064483	5.03677042968228	1	14.122369876766	24.1959107361306
"ASV_1298"	-19.4291843132893	5.03677043537811	1	-24.4659547486674	-14.3924138779112
"ASV_1299"	-18.7294697945416	0.986200890537397	1	-19.715670685079	-17.7432689040042
"ASV_1300"	-18.9754630331232	1.59186258193529	1	-20.5673256150585	-17.3836004511879
"ASV_1301"	0	0	0	0	0
"ASV_1302"	18.8936753317462	5.03677042236465	1	13.8569049093816	23.9304457541109
"ASV_1303"	0	0	0	0	0
"ASV_1304"	0	0	0	0	0
"ASV_1305"	0	0	0	0	0
"ASV_1306"	0	0	0	0	0
"ASV_1307"	0	0	0	0	0
"ASV_1308"	0	0	0	0	0
"ASV_1309"	-18.6490257594347	5.03677041366534	1	-23.6857961731001	-13.6122553457694
"ASV_1310"	18.4882102263086	5.03677040667176	1	13.4514398196369	23.5249806329804
"ASV_1311"	0	0	0	0	0
"ASV_1312"	0	0	0	0	0
"ASV_1313"	0.142992337084115	7.12306901487575	-51129.0420014295	-6.98007667779163	7.26606135195986
"ASV_1314"	19.1398616711719	2.34440796694852	1	16.7954537042234	21.4842696381204
"ASV_1315"	0	0	0	0	0
"ASV_1316"	-20.1837311460055	5.03677044511134	1	-25.2205015911168	-15.1469607008941
"ASV_1317"	0	0	0	0	0
"ASV_1318"	-19.5986086714656	2.47761568717526	1	-22.0762243586409	-17.1209929842904
"ASV_1319"	0	0	0	0	0
"ASV_1320"	0	0	0	0	0
"ASV_1321"	0	0	0	0	0
"ASV_1322"	18.1135167805089	5.03677038527234	1	13.0767463952366	23.1502871657813
"ASV_1323"	0	0	0	0	0
"ASV_1324"	0	0	0	0	0
"ASV_1325"	0	0	0	0	0
"ASV_1326"	-17.1416791104374	5.03677027277674	1	-22.1784493832141	-12.1049088376606
"ASV_1327"	0	0	0	0	0
"ASV_1328"	0	0	0	0	0
"ASV_1329"	0.540484484210701	4.25615137620873	-1171.77801966032	-3.71566689199802	4.79663586041943
"ASV_1330"	0	0	0	0	0
"ASV_1331"	0	0	0	0	0
"ASV_1332"	0	0	0	0	0
"ASV_1333"	0	0	0	0	0
"ASV_1334"	0	0	0	0	0
"ASV_1335"	0	0	0	0	0
"ASV_1336"	0	0	0	0	0
"ASV_1337"	0	0	0	0	0
"ASV_1338"	-15.853757581494	5.03676979767661	1	-20.8905273791706	-10.8169877838174
"ASV_1339"	0	0	0	0	0
"ASV_1340"	0	0	0	0	0
"ASV_1341"	0	0	0	0	0
"ASV_1342"	0	0	0	0	0
"ASV_1343"	-16.8345867647253	5.03677020772275	1	-21.871356972448	-11.7978165570025
"ASV_1344"	0	0	0	0	0
"ASV_1345"	0	0	0	0	0
"ASV_1346"	-0.507401240393496	3.73394943858451	-838.94122199276	-4.24135067897801	3.22654819819101
"ASV_1347"	-18.1740764009289	2.33838729397784	1	-20.5124636949067	-15.8356891069511
"ASV_1348"	0	0	0	0	0
"ASV_1349"	0	0	0	0	0
"ASV_1350"	0	0	0	0	0
"ASV_1351"	16.9037939357959	5.0367702241738	1	11.8670237116221	21.9405641599697
"ASV_1352"	0	0	0	0	0
"ASV_1353"	0	0	0	0	0
"ASV_1354"	0	0	0	0	0
"ASV_1355"	0	0	0	0	0
"ASV_1356"	-18.1775857379666	2.41358680664927	1	-20.5911725446159	-15.7639989313174
"ASV_1357"	0	0	0	0	0
"ASV_1358"	0	0	0	0	0
"ASV_1359"	0	0	0	0	0
"ASV_1360"	0	0	0	0	0
"ASV_1361"	0	0	0	0	0
"ASV_1362"	0	0	0	0	0
"ASV_1363"	0	0	0	0	0
"ASV_1364"	-19.1912784633611	3.21377485867953	1	-22.4050533220407	-15.9775036046816
"ASV_1365"	-19.5535254464288	2.34095248851393	1	-21.8944779349427	-17.2125729579148
"ASV_1366"	-19.6490017188324	2.61372173556914	1	-22.2627234544015	-17.0352799832632
"ASV_1367"	-18.7462080226157	5.0367704173776	1	-23.7829784399933	-13.7094376052381
"ASV_1368"	0	0	0	0	0
"ASV_1369"	0	0	0	0	0
"ASV_1370"	0	0	0	0	0
"ASV_1371"	0	0	0	0	0
"ASV_1372"	0	0	0	0	0
"ASV_1373"	0	0	0	0	0
"ASV_1374"	0	0	0	0	0
"ASV_1375"	0	0	0	0	0
"ASV_1376"	0	0	0	0	0
"ASV_1377"	0	0	0	0	0
"ASV_1378"	-18.0289822873221	5.03677037923187	1	-23.0657526665539	-12.9922119080902
"ASV_1379"	0	0	0	0	0
"ASV_1380"	0	0	0	0	0
"ASV_1381"	0	0	0	0	0
"ASV_1382"	0	0	0	0	0
"ASV_1383"	0	0	0	0	0
"ASV_1384"	-19.4729997329108	3.02901101857052	1	-22.5020107514813	-16.4439887143403
"ASV_1385"	-1.53716811081568	7.12306872465557	-10705.0827200476	-8.66023683547125	5.58590061383989
"ASV_1386"	-1.47832760066723	7.12306864768252	-11012.9558489563	-8.60139624834975	5.64474104701529
"ASV_1387"	-15.888916218936	5.03676982034249	1	-20.9256860392784	-10.8521463985935
"ASV_1388"	0	0	0	0	0
"ASV_1389"	0	0	0	0	0
"ASV_1390"	0	0	0	0	0
"ASV_1391"	0	0	0	0	0
"ASV_1392"	0	0	0	0	0
"ASV_1393"	0	0	0	0	0
"ASV_1394"	0	0	0	0	0
"ASV_1395"	0	0	0	0	0
"ASV_1396"	-15.4482925292102	5.03676946963975	1	-20.48506199885	-10.4115230595705
"ASV_1397"	0	0	0	0	0
"ASV_1398"	0	0	0	0	0
"ASV_1399"	0	0	0	0	0
"ASV_1400"	0	0	0	0	0
"ASV_1401"	0	0	0	0	0
"ASV_1402"	0	0	0	0	0
"ASV_1403"	0	0	0	0	0
"ASV_1404"	0	0	0	0	0
"ASV_1405"	0	0	0	0	0
"ASV_1406"	-19.7735737427872	1.72745105203773	1	-21.501024794825	-18.0461226907495
"ASV_1407"	19.5440837347786	5.03677043737232	1	14.5073132974063	24.5808541721509
"ASV_1408"	0	0	0	0	0
"ASV_1409"	0	0	0	0	0
"ASV_1410"	0	0	0	0	0
"ASV_1411"	0	0	0	0	0
"ASV_1412"	0	0	0	0	0
"ASV_1413"	0	0	0	0	0
"ASV_1414"	0	0	0	0	0
"ASV_1415"	18.6600604819703	5.03677041410523	1	13.6232900678651	23.6968308960755
"ASV_1416"	0	0	0	0	0
"ASV_1417"	0	0	0	0	0
"ASV_1418"	0	0	0	0	0
"ASV_1419"	0	0	0	0	0
"ASV_1420"	0	0	0	0	0
"ASV_1421"	0	0	0	0	0
"ASV_1422"	0	0	0	0	0
"ASV_1423"	0	0	0	0	0
"ASV_1424"	0	0	0	0	0
"ASV_1425"	0	0	0	0	0
"ASV_1426"	-18.3919716841283	5.03677040191578	1	-23.4287420860441	-13.3552012822125
"ASV_1427"	-17.0577303076658	5.03677025692829	1	-22.0945005645941	-12.0209600507375
"ASV_1428"	0	0	0	0	0
"ASV_1429"	0	0	0	0	0
"ASV_1430"	0	0	0	0	0
"ASV_1431"	0	0	0	0	0
"ASV_1432"	0	0	0	0	0
"ASV_1433"	0	0	0	0	0
"ASV_1434"	0	0	0	0	0
"ASV_1435"	0	0	0	0	0
"ASV_1436"	17.5016309189707	5.03677032748329	1	12.4648605914874	22.5384012464539
"ASV_1437"	0	0	0	0	0
"ASV_1438"	0	0	0	0	0
"ASV_1439"	0	0	0	0	0
"ASV_1440"	0	0	0	0	0
"ASV_1441"	0	0	0	0	0
"ASV_1442"	0	0	0	0	0
"ASV_1443"	0	0	0	0	0
"ASV_1444"	0	0	0	0	0
"ASV_1445"	-17.7136802812264	5.03677035160982	1	-22.7504506328362	-12.6769099296166
"ASV_1446"	0	0	0	0	0
"ASV_1447"	0	0	0	0	0
"ASV_1448"	0	0	0	0	0
"ASV_1449"	0	0	0	0	0
"ASV_1450"	0	0	0	0	0
"ASV_1451"	-1.36096023111187	5.8384231798622	-5042.55009101968	-7.19938341097408	4.47746294875033
"ASV_1452"	0	0	0	0	0
"ASV_1453"	0	0	0	0	0
"ASV_1454"	0	0	0	0	0
"ASV_1455"	0.457143454807701	5.65610314562668	-4577.18774690661	-5.19895969081898	6.11324660043438
"ASV_1456"	19.4773923604722	5.03677043624279	1	14.4406219242294	24.514162796715
"ASV_1457"	0	0	0	0	0
"ASV_1458"	0	0	0	0	0
"ASV_1459"	0	0	0	0	0
"ASV_1460"	0	0	0	0	0
"ASV_1461"	0	0	0	0	0
"ASV_1462"	0	0	0	0	0
"ASV_1463"	0	0	0	0	0
"ASV_1464"	0	0	0	0	0
"ASV_1465"	0	0	0	0	0
"ASV_1466"	16.8907505399479	2.44860987262464	1	14.4421406673232	19.3393604125725
"ASV_1467"	0	0	0	0	0
"ASV_1468"	0	0	0	0	0
"ASV_1469"	0	0	0	0	0
"ASV_1470"	0	0	0	0	0
"ASV_1471"	17.7195344572209	5.03677035220602	1	12.6827641050149	22.7563048094269
"ASV_1472"	0	0	0	0	0
"ASV_1473"	-18.3919716841283	5.03677040191578	1	-23.4287420860441	-13.3552012822125
"ASV_1474"	0	0	0	0	0
"ASV_1475"	0	0	0	0	0
"ASV_1476"	0	0	0	0	0
"ASV_1477"	0	0	0	0	0
"ASV_1478"	0	0	0	0	0
"ASV_1479"	0	0	0	0	0
"ASV_1480"	-18.9591806859195	5.0367704243547	1	-23.9959511102742	-13.9224102615648
"ASV_1481"	-19.5256659916639	2.58020701412781	1	-22.1058730057918	-16.9454589775361
"ASV_1482"	-19.4905839669157	5.03677043647223	1	-24.5273544033879	-14.4538135304435
"ASV_1483"	-18.6796537543748	5.03677041487445	1	-23.7164241692493	-13.6428833395004
"ASV_1484"	1.65362344126943	7.12306875464195	-9678.60016787573	-5.46944531337252	8.77669219591138
"ASV_1485"	0	0	0	0	0
"ASV_1486"	19.4423010407673	5.03677043561752	1	14.4055306051498	24.4790714763848
"ASV_1487"	0	0	0	0	0
"ASV_1488"	0	0	0	0	0
"ASV_1489"	0	0	0	0	0
"ASV_1490"	-2.29930809021007	7.12306843130668	-8085.87293219091	-9.42237652151675	4.8237603410966
"ASV_1491"	-17.5131518744861	2.33823476145131	1	-19.8513866359375	-15.1749171130348
"ASV_1492"	0	0	0	0	0
"ASV_1493"	0	0	0	0	0
"ASV_1494"	0	0	0	0	0
"ASV_1495"	0	0	0	0	0
"ASV_1496"	0	0	0	0	0
"ASV_1497"	0	0	0	0	0
"ASV_1498"	-19.7556806392653	2.46158904983073	1	-22.217269689096	-17.2940915894345
"ASV_1499"	-19.4198128428823	1.74669638778919	1	-21.1665092306715	-17.6731164550931
"ASV_1500"	-0.532551245189668	2.76167437227278	-372.207635232657	-3.29422561746244	2.22912312708311
"ASV_1501"	18.6750458916142	5.03677041469491	1	13.6382754769193	23.7118163063091
"ASV_1502"	-15.853757581494	5.03676979767661	1	-20.8905273791706	-10.8169877838174
"ASV_1503"	-17.9038191460589	5.03677036929605	1	-22.940589515355	-12.8670487767629
"ASV_1504"	0	0	0	0	0
"ASV_1505"	0	0	0	0	0
"ASV_1506"	0	0	0	0	0
"ASV_1507"	17.2139488536815	5.03677028539424	1	12.1771785682872	22.2507191390757
"ASV_1508"	0	0	0	0	0
"ASV_1509"	0	0	0	0	0
"ASV_1510"	0	0	0	0	0
"ASV_1511"	0	0	0	0	0
"ASV_1512"	0	0	0	0	0
"ASV_1513"	0	0	0	0	0
"ASV_1514"	0	0	0	0	0
"ASV_1515"	0	0	0	0	0
"ASV_1516"	0	0	0	0	0
"ASV_1517"	0	0	0	0	0
"ASV_1518"	0	0	0	0	0
"ASV_1519"	-18.7360371358559	5.03677041700576	1	-23.7728075528617	-13.6992667188501
"ASV_1520"	0	0	0	0	0
"ASV_1521"	0	0	0	0	0
"ASV_1522"	0	0	0	0	0
"ASV_1523"	0	0	0	0	0
"ASV_1524"	0	0	0	0	0
"ASV_1525"	-18.0132417320812	5.03677037804962	1	-23.0500121101308	-12.9764713540316
"ASV_1526"	18.4882102263086	5.03677040667176	1	13.4514398196369	23.5249806329804
"ASV_1527"	19.0545355112202	5.03677042702824	1	14.017765084192	24.0913059382485
"ASV_1528"	0	0	0	0	0
"ASV_1529"	18.7113537760205	5.0367704160875	1	13.674583359933	23.748124192108
"ASV_1530"	0	0	0	0	0
"ASV_1531"	0	0	0	0	0
"ASV_1532"	0	0	0	0	0
"ASV_1533"	0	0	0	0	0
"ASV_1534"	0	0	0	0	0
"ASV_1535"	0	0	0	0	0
"ASV_1536"	0	0	0	0	0
"ASV_1537"	0	0	0	0	0
"ASV_1538"	0	0	0	0	0
"ASV_1539"	0	0	0	0	0
"ASV_1540"	0	0	0	0	0
"ASV_1541"	0	0	0	0	0
"ASV_1542"	0	0	0	0	0
"ASV_1543"	0	0	0	0	0
"ASV_1544"	0	0	0	0	0
"ASV_1545"	0	0	0	0	0
"ASV_1546"	0	0	0	0	0
"ASV_1547"	0	0	0	0	0
"ASV_1548"	-18.4599156720418	1.63926934380359	1	-20.0991850158454	-16.8206463282382
"ASV_1549"	-16.6150680273223	5.03677014732856	1	-21.6518381746509	-11.5782978799937
"ASV_1550"	0	0	0	0	0
"ASV_1551"	0	0	0	0	0
"ASV_1552"	0	0	0	0	0
"ASV_1553"	0	0	0	0	0
"ASV_1554"	0	0	0	0	0
