absabundRR,absabunderr_R,absabundSig_adjust_R,absabundICl_R,absabundICu_R,ID,Kingdom,Phylum,Class,Order,Family,Genus
-15.184920871255112,7.687750542753107,1,-22.87267141400822,-7.497170328502006,ASV_14949,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA
0,0,0,0,0,ASV_14950,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15502,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15505,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15510,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15513,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15520,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Homoserinimonas
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15546,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15558,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15576,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15661,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15699,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15893,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15906,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,NA
15.446859195008036,7.864874250753465,1,7.581984944254572,23.3117334457615,ASV_15967,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
0,0,0,0,0,ASV_16009,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus
0,0,0,0,0,ASV_16028,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
0,0,0,0,0,ASV_16040,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA
0,0,0,0,0,ASV_16046,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_16069,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,P3OB-51
0,0,0,0,0,ASV_16178,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tibeticola
