Combined_Sample1	Combined_Sample15	Combined_Sample13	Combined_Sample40	Combined_Sample41	Combined_Sample42	Combined_Sample48	Combined_Sample24	Combined_Sample3	Combined_Sample6	Combined_Sample32	Combined_Sample7	Combined_Sample8	Combined_Sample9	Combined_Sample10
0	35	0	0	0	0	0	0	0	0	0	0	0	19	31
0	0	39	41	0	0	0	0	0	0	0	0	0	0	0
68	0	0	0	0	0	0	0	30	0	13	0	0	0	0
0	11	0	0	0	0	0	0	0	0	0	0	0	12	5
22	0	0	0	0	0	0	0	0	0	64	8	0	0	0
29	0	0	0	0	0	0	0	27	0	0	0	0	0	0
52	0	0	0	0	0	0	0	27	0	36	0	0	0	0
19	0	0	0	0	0	0	0	13	36	30	0	17	0	0
0	24	0	18	0	0	0	0	0	0	0	0	0	21	23
0	15	11	38	0	0	0	0	0	0	0	0	0	0	24
0	33	0	0	0	0	0	0	0	0	0	0	0	18	26
0	0	70	17	7	0	15	0	0	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	39	22	0	6	12	0	0	0	0	0	0	0	6
28	0	0	0	0	0	0	0	32	32	14	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	62	0	0	0	0	0	0
14	0	0	0	0	0	0	0	9	36	26	0	29	0	0
0	0	78	36	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	75	39	0	0	0	0
0	16	15	21	0	0	0	0	0	0	0	0	0	14	24
18	0	0	0	0	0	0	0	13	21	29	16	16	0	0
0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
0	6	17	21	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7	22	10	44	3	0	0
0	42	0	0	0	0	0	0	0	0	0	0	0	0	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	86	18	0	0	0	0	0
0	0	0	0	0	0	0	0	112	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	44	50	0	0	0	0
18	0	0	0	0	0	42	0	48	0	0	0	0	0	0
0	0	0	0	0	0	0	0	11	24	30	16	26	0	0
0	28	29	0	0	0	0	0	0	0	0	0	0	17	9
8	0	0	0	0	0	0	0	5	28	24	4	11	0	0
9	7	0	0	0	0	0	0	6	1	5	36	5	0	0
0	27	11	0	0	0	0	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	61	0	0	0	0	0	0
0	14	44	15	0	0	0	0	0	0	0	0	0	10	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	30	0	0	0	0	0	0	0	0	0	0	9	0
0	0	111	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	35	64	12	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	95	16	0	0	0	0	0
0	0	0	0	0	0	0	0	49	0	62	0	0	0	0
7	0	0	0	0	0	0	0	36	0	37	0	22	0	0
0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
0	14	0	34	0	0	0	0	0	0	0	0	0	1	25
43	0	0	0	0	0	0	0	35	8	24	0	0	0	0
27	0	0	0	0	0	0	0	15	30	19	0	19	0	0
9	0	0	0	0	0	0	0	9	0	37	28	27	0	0
0	79	0	0	0	0	0	0	0	0	0	0	0	0	31
0	0	60	31	0	0	19	0	0	0	0	0	0	0	0
0	0	0	0	56	54	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	31	41	38	0	0	0	0
0	0	0	0	0	0	0	0	0	51	36	0	23	0	0
0	0	0	0	0	0	0	0	0	43	50	0	17	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	15	32	40	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
44	0	0	0	0	0	0	0	65	0	0	0	0	0	0
0	109	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	87	22	0	0	0	0	0	0	0	0	0
0	0	0	0	26	46	37	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	26	25	15	7	9	0	0
0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	81	0	0	0	17	0	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	55	0	0	0	0	0	0
15	30	0	0	0	0	0	0	22	0	0	0	0	0	40
0	30	0	0	12	0	0	0	0	0	37	0	0	0	0
0	0	0	0	0	0	0	0	0	55	42	0	10	0	0
0	0	0	0	0	0	0	0	0	51	37	0	19	0	0
0	0	0	0	0	0	0	0	0	31	40	0	36	0	0
31	0	0	0	0	0	0	0	22	25	28	0	0	0	0
29	0	0	0	0	0	0	0	0	34	43	0	0	0	0
15	0	0	0	0	0	0	0	35	0	30	0	26	0	0
8	0	0	0	43	38	17	0	0	0	0	0	0	0	0
0	38	0	0	0	0	0	0	0	0	0	0	0	0	33
0	28	14	3	0	0	5	0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	0	15	32	34	0	25	0	0
0	0	0	0	0	0	0	0	0	38	31	0	37	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	98
0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	49	0	0	0	0	0	0
49	0	0	0	0	0	0	0	27	0	29	0	0	0	0
39	0	0	0	0	0	0	0	66	0	0	0	0	0	0
0	16	0	0	0	0	0	0	22	0	0	0	0	0	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
0	0	13	0	0	0	0	0	0	0	0	0	0	0	21
0	0	0	0	0	0	17	0	30	30	9	17	2	0	0
11	0	0	0	0	0	0	0	52	0	37	0	0	0	0
0	0	0	0	0	0	0	0	0	39	59	0	0	0	0
0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	44	0	0	0	0
0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
0	38	0	0	28	0	0	0	0	0	0	0	0	0	36
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	45	0	34	0	0	0	0
80	0	0	0	0	0	0	0	23	0	0	0	0	0	0
29	17	0	0	0	0	0	0	31	0	0	0	0	0	0
27	0	0	0	0	0	0	0	0	22	24	30	0	0	0
17	0	0	0	0	61	0	0	0	0	13	0	12	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	48	55	0	0	0	0	0	0	0	0	0	0	0
0	0	30	25	14	0	34	0	0	0	0	0	0	0	0
0	0	0	0	103	0	0	0	0	0	0	0	0	0	0
21	0	0	0	0	0	42	0	22	0	8	0	0	0	0
0	0	0	0	0	0	72	0	0	0	0	0	0	0	0
0	0	0	0	0	17	19	0	0	0	0	0	0	0	0
102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	0	37	37	0	0	0	0
0	0	0	0	102	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	102	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	69	33	0	0	0	0
0	0	0	0	0	0	0	0	0	43	35	17	7	0	0
0	0	0	0	43	49	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	71	0	0	0	0	0	0	0	0
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	61	0	0	0	0	0	0
29	0	0	0	0	0	0	0	72	0	0	0	0	0	0
10	0	0	0	0	0	9	0	82	0	0	0	0	0	0
10	0	0	0	0	0	0	0	48	15	0	0	28	0	0
0	0	0	0	0	0	46	0	0	21	23	0	11	0	0
20	0	0	0	0	0	0	0	34	12	17	0	12	0	0
0	0	0	0	61	11	0	0	0	0	0	0	0	0	0
0	0	0	27	0	57	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	55	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	43	0	0	0	29	0	0
17	0	0	0	0	0	0	0	23	23	21	0	16	0	0
17	0	0	0	0	0	0	0	32	23	28	0	0	0	0
0	15	0	7	0	0	0	0	0	0	0	0	0	8	0
0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	52	37	11	0	0	0	0	0	0	0	0	0	0
0	0	37	33	0	0	0	0	0	0	0	0	0	16	14
0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	7	23	49	0	5	0	0
46	0	0	0	0	0	0	0	34	12	7	0	0	0	0
24	0	0	0	0	0	0	0	18	37	20	0	0	0	0
0	0	0	0	0	0	0	0	0	72	27	0	0	0	0
0	0	0	0	0	0	0	0	0	41	58	0	0	0	0
7	0	0	0	0	0	0	0	14	42	34	0	0	0	0
38	0	0	0	0	0	0	0	37	17	0	0	0	0	0
0	0	0	0	0	0	0	0	0	30	18	0	0	0	0
18	15	0	0	0	0	0	0	20	15	22	0	0	8	0
0	16	64	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	17	0	0	0	0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	0	15	0	60	0	23	0	0
44	0	0	0	0	0	0	0	0	24	14	0	13	0	0
0	0	28	0	10	42	9	0	0	0	0	0	0	0	0
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	0	0	0	0	0	0	0	28	0	0	0	0	0	0
50	0	0	0	0	0	0	0	44	0	3	0	0	0	0
8	0	0	0	19	24	13	0	7	13	13	0	0	0	0
0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0	0	0	0	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	28	43	26	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	97	0	0	0	0
0	0	0	0	0	0	0	0	0	0	53	0	44	0	0
0	0	0	0	0	0	0	0	0	50	31	0	14	0	0
0	0	0	0	0	0	0	0	0	0	0	0	91	4	0
20	0	0	0	0	0	0	0	16	0	0	0	0	0	58
0	0	0	0	20	21	34	0	0	0	0	0	0	3	0
39	0	0	0	0	0	0	0	0	0	0	0	0	24	0
0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	29	41	0	26	0	0
43	0	0	0	0	0	0	0	43	0	0	0	0	0	0
26	0	0	0	0	0	0	0	42	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	2	0	0	0	0	0	0	5	0	0	13	38	0	0
35	0	0	0	0	0	0	0	60	0	0	0	0	0	0
0	45	0	0	0	0	0	0	0	0	0	0	0	20	0
0	38	0	0	0	0	0	0	0	0	0	0	0	14	43
0	15	32	0	0	0	0	0	9	39	0	0	0	0	0
0	0	0	0	22	45	28	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	21	0	0	0	49	0	0
20	0	0	0	0	0	0	0	33	0	23	0	14	0	0
20	0	0	0	0	0	0	0	25	19	16	0	0	0	0
0	0	13	0	20	8	14	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	8	10	3	0	4	0	0
0	8	0	0	0	0	0	0	0	0	0	0	0	1	4
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	46	0	0	0	0	0	0
0	6	21	53	0	0	0	0	0	0	0	0	0	10	4
0	0	0	0	0	0	0	0	0	0	41	0	53	0	0
26	13	0	0	0	0	0	0	15	4	5	0	10	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	6	0	0	0	0	0	41
0	0	20	32	0	16	0	0	0	0	0	0	0	0	0
0	0	17	32	16	0	28	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	43	27	12	11	0	0
0	0	0	0	0	0	0	0	0	23	42	0	28	0	0
0	0	0	0	0	0	0	0	0	42	43	0	0	0	0
0	0	17	7	29	30	0	0	0	0	0	0	0	0	0
0	0	0	0	13	36	34	0	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	33	0	31	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
0	0	47	22	0	0	0	0	0	0	0	0	0	0	14
0	0	0	0	0	0	0	0	0	49	29	0	14	0	0
0	0	0	0	0	0	0	0	0	36	42	0	14	0	0
0	0	29	36	0	0	0	0	0	0	0	0	0	0	0
32	0	0	0	0	0	0	0	24	0	0	0	35	0	0
10	27	22	9	0	0	0	0	0	0	20	0	0	0	3
0	25	0	0	0	0	9	0	0	0	0	0	0	0	18
0	9	0	0	0	0	26	0	23	0	0	0	0	0	11
0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
0	0	33	36	0	0	0	0	0	0	0	0	0	4	0
0	0	0	0	0	0	0	0	0	39	28	13	11	0	0
0	0	0	0	0	0	0	0	0	31	60	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	91	0	0
0	0	0	0	9	57	19	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	85	0	0	0	0
8	0	0	0	0	0	0	0	27	0	28	9	0	0	0
36	0	0	0	0	0	0	0	26	0	0	0	0	0	0
17	0	0	0	0	0	0	0	16	20	25	0	12	0	0
0	32	3	3	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	56	34	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	90	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	34	14	16	26	0	0
9	0	0	0	0	0	0	0	6	8	12	3	3	0	0
14	0	0	0	0	0	0	0	0	58	17	0	0	0	0
11	0	0	0	0	0	0	0	0	27	40	0	11	0	0
6	0	0	0	0	0	0	0	54	0	5	0	24	0	0
0	40	0	0	0	0	0	0	0	0	0	0	0	0	20
0	34	7	7	0	0	0	0	0	0	0	0	0	0	0
0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	0	0	0	0	21	0	0	0	0	0	0	0	0
0	23	0	40	0	0	0	0	0	0	0	0	0	5	21
0	0	58	31	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	18	48	23	0	0	0	0	0	0	0	0
0	0	0	0	0	0	72	17	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	89	0	0	0	0	0	0
0	0	0	0	0	0	0	0	13	25	17	0	18	7	9
0	0	0	0	0	0	0	0	0	48	41	0	0	0	0
36	0	0	0	0	0	0	0	19	7	12	0	8	0	0
6	0	0	0	20	19	34	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	46	0	0	0	0	0	11	18
0	0	0	0	0	0	56	0	0	20	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0	58	0	0	0	0
30	0	0	0	0	0	0	0	37	0	21	0	0	0	0
20	0	0	0	0	0	0	0	24	0	44	0	0	0	0
0	34	0	0	0	0	0	0	0	0	0	0	0	18	19
0	32	0	0	0	0	0	0	0	0	0	0	0	0	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
0	0	0	0	0	0	0	0	0	60	28	0	0	0	0
0	0	0	0	0	0	0	0	0	32	39	0	17	0	0
0	0	0	0	0	0	0	0	8	36	23	0	18	0	0
22	0	0	0	0	0	0	0	44	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0	0	27	0
0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	33	0	0	0	0	0	0
52	0	0	0	0	0	0	0	0	16	19	0	0	0	0
43	0	0	0	0	0	0	0	0	0	38	0	6	0	0
23	0	0	0	0	0	0	0	0	19	18	0	27	0	0
0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	61	17	0	0	0	0	0	0	0	0	9
0	0	0	0	0	0	0	0	47	0	40	0	0	0	0
0	0	0	0	0	0	0	0	28	0	10	17	32	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
31	0	0	0	0	0	0	0	39	0	16	0	0	0	0
20	0	0	0	0	0	0	0	23	19	24	0	0	0	0
14	0	0	0	0	0	0	0	0	33	39	0	0	0	0
9	0	0	0	0	0	0	0	23	0	14	0	40	0	0
0	32	0	0	0	0	0	0	0	0	0	0	0	3	0
0	5	35	0	0	0	0	0	0	0	6	0	0	12	20
0	0	0	0	29	50	7	0	0	0	0	0	0	0	0
0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	39	18	29	0	0	0	0
29	0	0	0	0	0	13	0	10	0	27	0	7	0	0
32	10	0	0	25	0	0	0	10	0	0	0	0	0	0
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	14	19	20	0	10	0	0
0	0	0	4	0	0	0	0	0	0	0	0	0	0	27
0	0	0	0	0	0	0	0	0	85	0	0	0	0	0
0	0	0	0	0	0	0	0	0	82	0	3	0	0	0
0	0	0	0	0	0	0	0	0	30	47	0	0	0	0
0	0	0	0	0	74	0	0	0	0	0	0	0	0	0
0	5	24	9	0	0	3	0	0	0	0	0	0	6	0
31	0	0	0	0	0	0	0	31	0	22	0	0	0	0
19	0	0	0	0	0	0	0	36	0	20	0	9	0	0
0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	84	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8	58	18	0	0	0	0	0	0	0	0
0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	57	0	27	0	0	0	0
0	0	0	0	0	0	0	0	21	0	63	0	0	0	0
0	0	0	0	0	0	0	0	10	38	25	0	11	0	0
0	0	0	0	0	0	0	0	0	0	0	0	84	0	0
0	0	27	12	22	11	10	0	0	0	0	0	0	0	0
0	0	45	11	0	0	0	0	0	0	0	0	0	0	0
0	0	2	12	0	32	7	0	0	0	0	0	0	0	0
0	25	0	0	0	0	0	0	0	0	0	0	0	13	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
0	0	43	40	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	76	0	7	0	0	0	0	0	0	0	0
0	0	0	0	45	38	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	58	25	0	0	0	0
0	0	0	0	0	0	0	0	0	26	38	0	19	0	0
46	0	0	0	0	0	0	0	36	0	0	0	0	0	0
0	0	0	0	0	0	82	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	52	30	0	0	0	0
0	0	0	0	0	0	0	0	0	18	24	0	40	0	0
0	26	0	12	0	0	0	0	0	0	0	0	0	11	0
39	0	0	0	0	0	0	0	0	0	42	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
0	0	0	0	81	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	26	0	55	0	0	0	0
0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
0	0	0	0	9	16	41	0	0	0	0	0	0	0	0
0	17	0	0	0	0	0	0	0	0	0	0	0	0	64
22	0	0	0	0	0	0	0	0	31	27	0	0	0	0
9	24	0	0	0	0	0	0	0	11	22	0	14	0	0
0	0	0	0	0	0	0	0	33	9	29	0	9	0	0
0	0	0	0	0	0	0	0	15	31	34	0	0	0	0
0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
0	0	0	0	0	0	0	0	0	43	37	0	0	0	0
0	0	0	0	0	0	0	0	0	42	20	0	18	0	0
0	0	0	0	0	0	0	0	0	0	41	0	39	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	27	0	0	0	0	0	0
43	0	0	0	0	0	0	0	36	0	0	0	0	0	0
40	0	0	0	0	0	0	0	39	0	0	0	0	0	0
20	0	0	0	0	0	0	0	21	0	33	0	5	0	0
11	3	0	0	0	0	0	0	23	8	26	0	8	0	0
0	0	64	0	0	0	15	0	0	0	0	0	0	0	0
0	0	0	54	0	0	0	0	0	0	0	0	0	0	25
0	0	0	0	0	0	0	0	0	0	79	0	0	0	0
0	8	13	0	0	0	0	0	0	0	0	0	0	11	18
0	0	0	0	0	0	0	0	11	19	19	0	26	0	0
0	0	0	0	41	38	0	0	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0	0	0	37	0	0	0	0
0	0	0	0	0	0	0	0	42	0	0	0	0	3	13
0	0	0	0	0	0	0	0	0	41	29	0	0	0	0
0	0	0	0	53	1	24	0	0	0	0	0	0	0	0
0	0	0	0	18	51	9	0	0	0	0	0	0	0	0
0	0	0	0	0	0	35	0	43	0	0	0	0	0	0
0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
0	0	0	0	0	0	0	0	20	0	20	0	38	0	0
33	0	0	0	0	0	0	0	38	0	0	0	0	0	0
0	2	36	6	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	35	0	0	0	0	0	0	0	0	0	0	0	0	13
0	30	0	0	0	0	0	0	0	0	0	0	0	0	21
0	0	40	37	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	77	0	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	13	14	14	0	13	0	0
53	0	0	0	0	0	0	0	0	0	0	0	15	0	0
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0	27	0	22	0	0	0	0
0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
0	27	0	0	0	0	0	0	0	0	0	0	49	0	0
0	0	29	35	0	0	0	0	0	0	0	0	0	0	12
0	0	13	0	0	26	29	0	0	0	0	0	0	8	0
0	0	0	0	0	0	0	0	6	37	12	0	21	0	0
0	0	0	0	0	0	0	0	0	50	26	0	0	0	0
0	0	36	13	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0	0	0	0	31	5	26	0	0	0	0
29	0	0	0	0	0	0	0	0	18	28	0	0	0	0
21	0	19	0	0	0	0	0	0	12	12	0	0	0	0
0	0	0	0	0	0	0	0	75	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	52	23	0	0	0	0
0	0	0	0	0	0	0	0	0	46	29	0	0	0	0
0	15	0	0	0	0	0	0	0	0	0	0	0	22	38
0	0	0	0	0	0	0	0	0	0	67	0	0	0	0
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0	20	0	17	0	0	0	0
0	35	0	0	0	0	0	0	0	0	0	0	0	11	0
0	28	0	0	0	0	0	0	0	0	0	0	0	13	25
0	26	0	14	0	0	0	0	0	0	0	0	0	3	0
0	26	0	0	0	0	0	0	0	0	0	0	0	9	39
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7	16
0	0	0	0	0	0	74	0	0	0	0	0	0	0	0
0	0	0	0	0	0	35	0	0	0	0	0	0	0	39
0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
26	0	0	0	0	0	0	0	14	20	11	0	0	0	0
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	24	22	0	0	0	0	0	0	0
31	0	0	0	0	0	0	0	12	0	0	0	0	0	0
18	0	0	0	0	0	0	0	24	17	0	0	14	0	0
16	0	0	0	0	0	0	0	0	17	21	0	19	0	0
0	31	0	0	0	0	42	0	0	0	0	0	0	0	0
0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
0	0	0	0	23	30	20	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	35	38	0	0	0	0
0	0	0	0	0	0	0	0	0	0	73	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
8	0	0	0	0	0	5	0	20	0	0	0	25	0	2
0	0	0	4	14	9	12	0	0	0	0	0	0	2	0
0	0	0	36	0	0	21	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	11	3	23	14	0	0
0	0	0	0	9	13	12	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	0	0	0	0	0	39	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	25	33	0	0	0	0
0	25	0	0	0	0	0	0	0	0	0	0	0	17	19
0	13	0	0	0	0	0	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	30	0	0	0	0	0	17
0	0	0	0	0	0	40	0	0	0	32	0	0	0	0
0	0	0	0	0	0	0	0	21	0	51	0	0	0	0
0	0	0	0	0	0	0	0	21	12	39	0	0	0	0
0	0	0	0	0	0	0	0	0	32	40	0	0	0	0
0	0	0	0	0	0	0	0	0	20	29	0	23	0	0
0	0	0	0	0	0	0	0	0	0	72	0	0	0	0
0	0	0	0	0	0	0	0	0	0	39	0	33	0	0
0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
0	10	49	11	0	0	0	0	0	0	0	0	0	2	0
4	1	5	3	0	0	0	0	4	0	0	0	10	3	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	39	0	0	0	0	0	0	0	0	0	0	0	5	15
0	0	45	26	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	71	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
0	0	0	0	0	0	0	0	9	27	29	0	6	0	0
0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
0	0	0	0	0	0	0	0	0	29	25	0	17	0	0
0	0	0	0	0	0	0	0	0	24	47	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	16	55
18	0	0	0	0	0	0	0	10	0	27	0	11	0	0
29	0	0	0	0	0	0	0	12	22	0	0	0	0	0
24	0	0	0	0	0	0	0	3	10	15	0	5	0	0
0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	0	0	0	0	0	26	0	13	0	0	0	0
8	0	0	0	0	0	0	0	8	17	37	0	0	0	0
0	11	47	0	0	0	12	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
0	0	0	0	0	0	0	0	0	0	0	0	0	29	29
0	0	0	0	20	0	50	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	70	0	0	0	0	0	0
0	0	0	0	0	0	0	0	70	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	43	27	0	0	0	0
0	0	0	0	0	0	0	0	0	31	39	0	0	0	0
31	0	0	0	0	0	0	0	36	0	0	0	0	0	0
0	0	0	0	17	0	41	0	0	0	0	0	0	0	0
48	21	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	0	0	0	0	0	11	0	0	0	0	0	0
27	0	0	0	0	0	0	0	42	0	0	0	0	0	0
24	0	0	0	0	0	0	0	7	0	38	0	0	0	0
20	0	0	0	0	0	0	0	0	32	17	0	0	0	0
0	14	0	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
0	0	24	45	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	69	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	69	0	0	0	0
0	0	0	0	0	0	0	0	0	0	36	0	33	0	0
